nu_cm-1,alpha_line1,alpha_line2,alpha_total,transmittance
7185.950,5.627054e-04,1.474526e-03,2.037232e-03,9.979648e-01
7185.951,5.595368e-04,1.466201e-03,2.025738e-03,9.979763e-01
7185.952,5.563948e-04,1.457947e-03,2.014342e-03,9.979877e-01
7185.953,5.532792e-04,1.449762e-03,2.003041e-03,9.979990e-01
7185.954,5.501897e-04,1.441645e-03,1.991835e-03,9.980101e-01
7185.955,5.471260e-04,1.433597e-03,1.980723e-03,9.980212e-01
7185.956,5.440878e-04,1.425616e-03,1.969704e-03,9.980322e-01
7185.957,5.410749e-04,1.417701e-03,1.958776e-03,9.980431e-01
7185.958,5.380869e-04,1.409853e-03,1.947939e-03,9.980540e-01
7185.959,5.351235e-04,1.402069e-03,1.937192e-03,9.980647e-01
7185.960,5.321846e-04,1.394349e-03,1.926534e-03,9.980753e-01
7185.961,5.292698e-04,1.386693e-03,1.915963e-03,9.980859e-01
7185.962,5.263789e-04,1.379100e-03,1.905479e-03,9.980963e-01
7185.963,5.235116e-04,1.371569e-03,1.895081e-03,9.981067e-01
7185.964,5.206677e-04,1.364100e-03,1.884768e-03,9.981170e-01
7185.965,5.178468e-04,1.356692e-03,1.874538e-03,9.981272e-01
7185.966,5.150488e-04,1.349343e-03,1.864392e-03,9.981373e-01
7185.967,5.122735e-04,1.342055e-03,1.854328e-03,9.981474e-01
7185.968,5.095204e-04,1.334825e-03,1.844345e-03,9.981574e-01
7185.969,5.067896e-04,1.327653e-03,1.834443e-03,9.981672e-01
7185.970,5.040806e-04,1.320539e-03,1.824620e-03,9.981770e-01
7185.971,5.013932e-04,1.313483e-03,1.814876e-03,9.981868e-01
7185.972,4.987273e-04,1.306482e-03,1.805210e-03,9.981964e-01
7185.973,4.960826e-04,1.299538e-03,1.795620e-03,9.982060e-01
7185.974,4.934589e-04,1.292648e-03,1.786107e-03,9.982155e-01
7185.975,4.908559e-04,1.285814e-03,1.776670e-03,9.982249e-01
7185.976,4.882735e-04,1.279033e-03,1.767306e-03,9.982343e-01
7185.977,4.857113e-04,1.272306e-03,1.758017e-03,9.982435e-01
7185.978,4.831693e-04,1.265632e-03,1.748801e-03,9.982527e-01
7185.979,4.806472e-04,1.259010e-03,1.739657e-03,9.982619e-01
7185.980,4.781448e-04,1.252440e-03,1.730585e-03,9.982709e-01
7185.981,4.756618e-04,1.245922e-03,1.721583e-03,9.982799e-01
7185.982,4.731982e-04,1.239454e-03,1.712652e-03,9.982888e-01
7185.983,4.707536e-04,1.233036e-03,1.703790e-03,9.982977e-01
7185.984,4.683280e-04,1.226668e-03,1.694996e-03,9.983064e-01
7185.985,4.659210e-04,1.220350e-03,1.686271e-03,9.983152e-01
7185.986,4.635325e-04,1.214080e-03,1.677612e-03,9.983238e-01
7185.987,4.611623e-04,1.207858e-03,1.669020e-03,9.983324e-01
7185.988,4.588103e-04,1.201684e-03,1.660494e-03,9.983409e-01
7185.989,4.564762e-04,1.195557e-03,1.652033e-03,9.983493e-01
7185.990,4.541599e-04,1.189477e-03,1.643637e-03,9.983577e-01
7185.991,4.518611e-04,1.183443e-03,1.635304e-03,9.983660e-01
7185.992,4.495798e-04,1.177455e-03,1.627035e-03,9.983743e-01
7185.993,4.473157e-04,1.171513e-03,1.618828e-03,9.983825e-01
7185.994,4.450686e-04,1.165615e-03,1.610683e-03,9.983906e-01
7185.995,4.428385e-04,1.159761e-03,1.602600e-03,9.983987e-01
7185.996,4.406250e-04,1.153952e-03,1.594577e-03,9.984067e-01
7185.997,4.384281e-04,1.148186e-03,1.586614e-03,9.984146e-01
7185.998,4.362476e-04,1.142464e-03,1.578711e-03,9.984225e-01
7185.999,4.340833e-04,1.136784e-03,1.570867e-03,9.984304e-01
7186.000,4.319351e-04,1.131146e-03,1.563081e-03,9.984381e-01
